Id,HostId,HostName,HostSince,HostResponseRate,HostIsSuperhost,Neighbourhood,Latitude,Longitude,RoomType,Accommodates,Price,MinimumNights,MaximumNights,NumberOfReviews,LastReview,CalculatedHostListingsCount,Availability365,Bedrooms,Beds,Rating,Baths,Shared,Wifi,Heating,Kitchen,CarbonMonoxideAlarm,PetsAllowed,TV,Refrigerator,Elevator,AirConditioning,Parking
51915124,419992295,Avinash,2021-08-24,0.0,False,Hounslow,51.44987,-0.40422,Private room,2.0,120,1,1.0,3,2021-11-14,1,0,1,1,2.33,1,True,True,False,True,False,False,True,True,False,False,True
933833136916039569,457407136,Shweta,2022-05-04,0.82,False,Brent,51.5593,-0.27956,Private room,1.0,50,1,1.0,5,2023-08-28,2,83,1,1,4.8,1,False,True,True,True,False,False,True,False,False,False,False
40133738,281519498,Shayan,2019-08-01,0.0,False,Islington,51.52982,-0.10368,Private room,3.0,70,1,1.0,15,2020-01-04,1,0,1,1,4.93,2,False,True,True,True,True,True,True,True,False,False,True
50457724,61610370,Irene,2016-03-05,0.0,False,Wandsworth,51.44392,-0.2368,Private room,2.0,35,1,1.0,1,2022-06-04,1,0,1,1,0.0,1,True,True,False,False,True,False,True,False,True,False,True
797162060371809268,431590052,Frances,2021-11-12,1.0,False,Southwark,51.5019208571539,-0.0532485000000049,Entire home/apt,4.0,250,1,1.0,15,2023-08-13,1,43,2,2,5.0,2,False,True,False,True,True,False,True,True,False,False,True
28980690,218435322,Stephen,2018-10-02,0.0,False,Southwark,51.5003,-0.07486,Entire home/apt,5.0,126,1,1.0,36,2020-01-09,1,0,1,1,4.86,1,False,True,True,True,True,False,True,True,True,False,True
31895190,173075948,Marta,2018-02-12,0.0,False,Greenwich,51.47058,0.04598,Private room,2.0,30,1,1.0,14,2019-08-18,1,0,1,1,4.71,2,True,True,True,True,True,False,True,False,True,False,False
46276973,235046163,Stuart,2019-01-07,1.0,True,Croydon,51.3721,-0.09217,Private room,2.0,56,1,1.0,106,2023-08-31,2,23,1,1,4.95,1,True,True,False,True,True,False,True,True,False,False,False
18531057,89532267,Alexandra,2016-08-12,0.0,False,Merton,51.40733,-0.19947,Private room,2.0,35,1,1.0,34,2017-11-28,1,0,1,1,4.97,1,False,True,True,False,True,False,False,False,False,False,True
677168406948375484,146674935,Manami,2017-08-18,0.0,False,Haringey,51.59249,-0.14276,Private room,1.0,52,1,1.0,32,2023-04-23,1,0,1,1,4.66,1,False,True,False,False,True,False,True,False,False,False,False
45889628,339996894,Marble Arch,2020-03-03,0.9,False,Westminster,51.51438,-0.16042,Private room,6.0,293,1,1.0,86,2023-08-22,6,198,1,1,4.55,1,False,True,True,False,True,False,True,False,False,False,False
18712345,47024833,Samir,2015-10-20,0.0,False,Wandsworth,51.4549,-0.24394,Private room,2.0,50,1,1.0,5,2018-03-06,2,0,2,2,5.0,1,False,True,False,False,False,False,False,False,False,False,False
28117503,33772560,H,2015-05-19,0.0,False,Merton,51.41463,-0.16947,Private room,4.0,30,1,1.0,2,2018-09-12,1,0,2,2,0.0,1,True,True,True,True,False,False,False,False,False,False,True
12006233,52878991,Eliora,2015-12-31,0.0,False,Westminster,51.49339,-0.14921,Private room,3.0,149,1,1.0,1,2016-08-17,3,0,1,1,0.0,1,False,False,False,False,False,False,False,False,False,False,False
45933276,371639593,Viktor,2020-10-12,0.0,False,Barnet,51.59252418168031,-0.2567018195986748,Private room,2.0,40,1,1.0,2,2022-08-20,2,0,1,1,0.0,1,False,False,False,True,False,True,False,True,False,False,True
900820488860964121,83389993,Dan,2016-07-12,0.9,False,Newham,51.5466,0.00167,Entire home/apt,2.0,114,1,1.0,6,2023-08-13,1,340,1,1,4.83,1,False,True,False,True,True,False,True,True,True,True,True
12003274,52878991,Eliora,2015-12-31,0.0,False,Westminster,51.49194,-0.14981,Private room,3.0,146,1,1.0,2,2017-01-01,3,0,1,1,0.0,1,False,False,False,False,False,False,False,False,False,False,False
860157793863712657,409395959,J,2021-06-27,0.0,False,Hackney,51.55059632271247,-0.0367540271694706,Private room,2.0,44,1,1.0,1,2023-05-06,1,0,1,1,0.0,2,True,True,False,True,True,False,False,True,False,False,True
12110106,5952564,Sarah,2013-04-16,0.0,False,Lambeth,51.46047,-0.13579,Entire home/apt,2.0,100,1,1.0,79,2019-10-20,1,0,1,1,4.81,1,False,True,True,True,True,False,False,True,False,False,True
40158086,46910579,Yorick,2015-10-19,0.0,False,Tower Hamlets,51.51948,-0.07867,Private room,2.0,100,1,1.0,2,2020-06-15,1,0,1,1,0.0,1,False,True,True,True,False,False,True,False,True,False,False
14117726,85085823,Simon,2016-07-21,0.0,False,Wandsworth,51.44478,-0.20093,Private room,1.0,50,1,1.0,1,2016-07-23,1,0,1,1,0.0,1,False,True,True,True,False,False,True,False,False,False,False
849360694748370328,40797763,Avtar,2015-08-07,0.9,False,Hillingdon,51.48665125802278,-0.4826562375259289,Private room,1.0,34,1,1.0,18,2023-07-16,1,89,1,1,4.89,1,False,True,True,True,True,False,False,True,False,False,True
25979392,106174610,A-Bridge,2016-12-04,0.88,False,Greenwich,51.49227,0.09374,Entire home/apt,16.0,90,1,1.0,9,2022-07-01,1,90,1,1,4.11,1,False,True,True,False,True,False,True,False,False,False,True
678756847526990537,24041202,Rz,2014-11-22,1.0,False,Newham,51.53417,0.00209,Private room,1.0,23,1,1.0,50,2023-08-02,13,89,1,1,4.7,2,True,True,True,False,True,False,False,False,False,False,False
794806295049869676,3953341,Zosia,2012-10-23,1.0,True,Camden,51.53725437613118,-0.128866498937181,Private room,1.0,45,1,1.0,1,2023-01-06,2,0,1,1,0.0,1,True,True,False,True,True,False,False,False,False,False,False
16564598,97622499,Sonia,2016-10-02,0.9,False,Southwark,51.47663,-0.06193,Private room,1.0,36,1,1.0,58,2019-02-02,6,365,1,1,4.37,1,True,True,True,False,False,False,True,False,False,False,False
29788207,21827362,Matthew,2014-09-27,0.0,False,Wandsworth,51.4549,-0.18966,Private room,2.0,48,1,1.0,80,2022-11-20,3,0,1,1,4.92,1,True,True,True,True,True,False,False,True,False,False,True
5536091,28704848,Martin,2015-03-03,0.0,False,Kingston upon Thames,51.41282,-0.30223,Private room,1.0,35,1,1.0,22,2018-05-04,1,0,1,1,4.43,1,False,True,True,True,True,False,False,False,True,False,True
734556842140425160,482591804,Syed,2022-10-07,1.0,True,Havering,51.53054,0.18796,Private room,1.0,40,1,1.0,7,2023-07-08,2,365,1,1,5.0,1,True,True,False,False,False,False,False,False,False,False,True
41990984,1195419,Maria Ivana,2011-09-22,1.0,False,Lambeth,51.43373,-0.11292,Private room,1.0,58,1,1.0,3,2023-06-18,1,156,1,1,5.0,2,True,True,False,False,False,False,False,False,False,False,True
41991671,133098152,Jean,2017-06-02,0.0,False,Southwark,51.49521,-0.09532,Private room,2.0,40,1,1.0,2,2020-02-22,1,0,1,1,0.0,2,False,True,True,True,False,False,False,False,False,False,False
20870081,113614335,Charlotte,2017-01-28,0.0,False,Greenwich,51.49887,0.08596,Private room,2.0,23,1,1.0,2,2017-10-01,1,0,1,1,0.0,1,True,True,True,True,True,False,True,False,False,False,True
50070654,86248517,Grace,2016-07-27,0.89,False,Barking and Dagenham,51.55912,0.12981,Entire home/apt,10.0,64,1,1.0,51,2023-07-17,1,79,1,,5.0,2,False,True,True,False,True,False,True,False,False,False,True
27109492,204042936,Clara,2018-07-21,0.0,False,Haringey,51.579,-0.09101,Private room,2.0,25,1,1.0,1,2018-08-10,1,0,1,1,0.0,2,True,True,True,True,False,False,False,False,False,False,True
732304375886733401,482591804,Syed,2022-10-07,1.0,True,Barking and Dagenham,51.53147,0.09389,Private room,1.0,40,1,1.0,11,2023-08-27,2,365,1,1,4.73,1,True,True,False,False,False,False,False,False,False,False,True
9240412,30343653,Carolina,2015-03-31,0.0,False,Hammersmith and Fulham,51.4936,-0.23683,Private room,2.0,40,1,1.0,2,2015-11-05,1,0,1,1,0.0,1,False,True,True,True,False,False,False,False,False,False,False
21433794,83307873,Prathinjana,2016-07-12,0.1,False,Croydon,51.37231,-0.09934,Private room,2.0,90,1,1.0,1,2017-12-13,1,365,2,2,0.0,1,False,False,False,False,False,False,False,False,True,False,False
16556609,97687659,Collet,2016-10-02,0.0,False,Brent,51.55406,-0.24107,Entire home/apt,3.0,34,1,1.0,16,2018-08-19,1,0,1,1,4.19,1,False,True,True,True,False,False,True,False,False,False,False
889595369725079890,484086298,Tina,2022-10-18,1.0,False,Westminster,51.51268861703858,-0.1335675020209587,Entire home/apt,4.0,117,1,1.0,22,2023-09-06,18,5,1,2,4.95,1,False,True,True,False,True,False,True,True,False,False,False
31173622,29371343,Marcus,2015-03-15,0.0,False,Lambeth,51.42838,-0.0991,Entire home/apt,2.0,35,1,1.0,11,2019-08-02,3,0,1,1,4.55,1,False,True,True,True,True,False,True,True,False,False,True
582557717837610996,449557183,Dessislava,2022-03-14,1.0,False,Westminster,51.49127,-0.1489,Private room,1.0,65,1,1.0,4,2022-07-03,1,0,1,1,5.0,2,True,True,False,False,False,False,False,False,True,False,True
950740190127953491,495491903,Klement,2023-01-11,1.0,False,Brent,51.5491536,-0.2241522,Private room,1.0,96,1,1.0,1,2023-08-09,1,89,1,1,0.0,1,False,True,False,True,True,False,True,False,False,False,False
856394606334113581,288028911,Susie,2019-08-22,1.0,False,Barking and Dagenham,51.550136721471326,0.1305510850304333,Entire home/apt,10.0,80,1,1.0,1,2023-06-25,1,143,1,,0.0,1,False,True,True,False,True,False,True,True,False,False,True
7161319,37504580,Gaynor,2015-07-04,0.0,False,Lambeth,51.43301,-0.09086,Private room,2.0,45,1,1.0,11,2016-10-23,1,0,1,1,4.36,2,False,True,True,False,True,False,True,False,False,False,False
768391421209172608,423415537,Theresa,2021-09-17,1.0,False,Waltham Forest,51.55532,0.01366,Entire home/apt,4.0,89,1,1.0,4,2023-08-15,1,9,2,2,3.0,1,False,False,True,False,True,False,True,True,False,True,True
39309861,14435834,Mariana,2014-04-18,0.0,False,Islington,51.55448,-0.11317,Private room,2.0,120,1,1.0,1,2019-10-27,1,0,1,1,0.0,1,True,True,True,False,True,False,False,False,True,False,False
21231077,30572507,Hugh,2015-04-04,1.0,False,Hackney,51.5457,-0.04151,Entire home/apt,2.0,200,1,1.0,28,2023-07-09,1,177,1,1,4.93,2,False,True,True,True,False,False,True,False,False,False,True
8144640,42376044,Darshan,2015-08-24,0.96,True,Hillingdon,51.49922943115234,-0.4140700101852417,Private room,2.0,33,1,1.0,298,2023-09-04,3,15,1,1,4.88,1,True,True,True,True,True,False,False,True,False,False,True
49028043,66021479,Ross,2016-04-06,0.0,False,Haringey,51.595,-0.13922,Private room,2.0,50,1,1.0,5,2022-12-09,1,0,1,1,4.8,1,True,False,True,True,True,False,False,True,False,False,True
21483068,156040702,Yil,2017-10-24,0.0,False,Hammersmith and Fulham,51.47427,-0.20869,Private room,2.0,150,1,1.0,26,2019-11-18,2,0,2,2,4.77,1,False,True,True,True,True,False,False,False,False,False,False
21575700,156040702,Yil,2017-10-24,0.0,False,Hammersmith and Fulham,51.47233,-0.20726,Private room,2.0,100,1,1.0,20,2020-01-02,2,0,2,2,4.9,1,True,True,True,True,True,False,False,False,False,False,False
48166863,11903982,Angelina,2014-02-03,1.0,True,Newham,51.53907,0.03046,Private room,2.0,20,1,1.0,12,2023-05-08,6,342,1,1,5.0,1,True,True,True,False,True,False,False,True,False,False,True
24846789,43269902,Ronny,2015-09-03,0.0,False,Lambeth,51.49095,-0.10619,Shared room,1.0,55,1,1.0,34,2021-11-15,1,147,1,1,4.71,1,True,True,False,True,False,False,False,False,True,False,True
680184970974242316,163583852,Andreas & Kozan,2017-12-21,1.0,True,Ealing,51.51086,-0.34626,Private room,2.0,50,1,1.0,1,2023-04-26,2,301,1,1,0.0,1,True,True,False,False,True,False,False,False,False,False,True
14438196,79838704,Judith,2016-06-25,1.0,False,Hackney,51.53272,-0.08167,Private room,2.0,43,1,1.0,13,2022-12-22,2,0,1,1,4.85,2,True,True,True,False,True,False,False,False,False,False,True
662405003556050957,164263022,Manish,2017-12-26,0.7,True,Hillingdon,51.51751,-0.433,Private room,1.0,40,1,1.0,65,2023-08-12,1,340,1,1,4.85,2,False,True,False,True,True,False,False,True,False,False,True
23955349,160958489,Ann,2017-12-02,0.0,False,Southwark,51.50257,-0.10065,Private room,1.0,37,1,1.0,1,2018-03-29,1,0,1,1,0.0,1,True,True,True,False,False,False,True,False,True,False,False
20132946,37758782,Elia,2015-07-07,0.0,False,Kensington and Chelsea,51.49793,-0.19289,Entire home/apt,2.0,99,1,1.0,4,2018-09-16,1,0,1,1,5.0,1,False,True,True,True,True,False,False,False,False,False,False
1719900,6638449,Alison,2013-05-29,1.0,False,Camden,51.54672,-0.1467,Private room,2.0,140,1,1.0,55,2023-06-15,2,57,1,1,4.8,1,True,True,True,True,True,True,True,True,False,False,True
18356180,127053128,Arvin,2017-04-22,0.0,False,Newham,51.54283,0.00246,Private room,1.0,25,1,1.0,1,2017-05-06,3,0,1,1,0.0,1,True,True,True,True,True,False,True,False,False,False,False
13699101,45162993,Annie,2015-09-26,0.0,False,Hackney,51.5552,-0.07467,Entire home/apt,2.0,65,1,1.0,10,2018-06-12,1,0,1,1,4.6,1,False,True,True,True,False,False,True,True,False,False,False
912722618780529588,48620828,Meena,2015-11-09,1.0,False,Waltham Forest,51.58814880585189,-0.0141552649672499,Private room,1.0,40,1,1.0,3,2023-07-11,1,90,1,1,5.0,1,False,True,True,False,False,False,True,False,False,False,False
33582536,253048474,Parameshwari,2019-04-03,0.0,False,Kingston upon Thames,51.42245,-0.27912,Private room,1.0,23,1,1.0,34,2020-02-27,1,0,1,1,4.26,1,False,True,True,True,False,False,False,False,False,False,True
584152490162212212,402267688,Christopher,2021-05-18,1.0,False,Camden,51.52855,-0.12204,Private room,1.0,45,1,1.0,62,2023-09-01,39,328,1,1,4.76,2,True,True,False,False,True,False,False,False,False,False,False
15069109,95300876,Chris,2016-09-15,0.0,False,Westminster,51.51092,-0.19179,Entire home/apt,2.0,90,1,1.0,43,2018-07-15,1,0,1,1,4.52,1,False,True,True,True,False,False,True,False,False,False,False
10281626,52878991,Eliora,2015-12-31,0.0,False,Kensington and Chelsea,51.49172,-0.15545,Entire home/apt,2.0,142,1,1.0,21,2016-12-19,3,0,1,1,4.44,1,False,True,True,True,True,False,True,False,False,False,False
39888371,307177013,Stuart,2019-11-05,0.0,False,Islington,51.56055,-0.11359,Private room,2.0,27,1,2.0,27,2020-03-13,1,0,1,1,4.92,1,False,True,True,True,False,True,True,False,False,False,False
17328821,116989064,Kate,2017-02-18,0.0,False,Brent,51.53798,-0.20408,Private room,2.0,58,1,2.0,2,2017-04-30,1,0,1,1,0.0,1,False,True,True,True,True,False,False,False,False,False,True
907013553595802374,15388654,Fabiana,2014-05-11,1.0,False,Brent,51.561583765588566,-0.2333665696182467,Entire home/apt,2.0,81,2,2.0,10,2023-09-03,1,302,1,1,5.0,1,False,True,False,True,False,False,False,False,False,False,True
993428,5457414,Abigail,2013-03-14,1.0,False,Islington,51.56851,-0.11627,Entire home/apt,2.0,81,1,2.0,135,2023-08-28,2,106,1,1,4.83,1,False,True,True,False,False,False,False,False,False,False,True
874377606986293616,511053458,Anderson,2023-04-21,1.0,False,Haringey,51.58583173473149,-0.089278092128836,Private room,2.0,70,2,2.0,5,2023-07-22,1,89,1,1,5.0,1,True,True,False,False,True,False,True,True,False,False,True
837408362891692759,6412378,Sonia,2013-05-15,0.0,True,Westminster,51.52514328331338,-0.1595439581521325,Entire home/apt,3.0,230,2,2.0,11,2023-07-11,1,63,1,1,4.91,1,False,True,False,True,False,False,True,True,False,False,False
40059410,243466984,Miguel,2019-02-16,0.0,False,Lambeth,51.46967,-0.13152,Private room,1.0,44,2,2.0,1,2019-11-16,1,87,1,1,0.0,1,True,True,True,True,True,False,True,False,False,False,False
40658941,215718297,Riddhi,2018-09-16,1.0,False,Brent,51.53779,-0.29861,Private room,1.0,50,1,2.0,1,2023-06-14,1,54,1,1,0.0,1,True,True,True,False,True,False,False,True,False,False,True
30921943,76314463,Daniel,2016-06-07,0.0,False,Brent,51.53702,-0.22057,Private room,2.0,33,1,2.0,6,2019-04-24,1,0,1,1,4.6,2,True,True,True,True,False,True,True,False,False,False,True
868948376180503883,14134473,Vanessa,2014-04-10,1.0,True,Hammersmith and Fulham,51.4882257,-0.2210982,Private room,2.0,62,1,2.0,30,2023-08-31,1,75,1,1,5.0,1,True,False,False,False,True,False,True,True,False,False,True
591846535206802636,22493510,Ivy,2014-10-13,0.0,False,Camden,51.526443,-0.118507,Private room,2.0,80,2,2.0,5,2023-04-09,1,0,1,1,4.8,1,False,True,True,True,True,False,True,True,False,False,False
30126676,104142621,Arthur,2016-11-17,0.0,False,Islington,51.55023,-0.12977,Entire home/apt,4.0,85,2,2.0,2,2019-01-19,1,0,2,2,0.0,2,False,True,True,True,True,False,True,False,False,False,False
909963860367251863,177900139,Usman,2018-03-11,0.89,False,Haringey,51.57551200060144,-0.1309675723314285,Entire home/apt,4.0,200,2,2.0,2,2023-07-09,6,56,2,2,0.0,2,False,True,False,True,True,False,True,True,False,False,True
6040128,31223277,Denise And Trevor,2015-04-14,1.0,True,Barnet,51.56258,-0.19707,Private room,1.0,39,2,2.0,175,2023-08-16,2,2,1,1,4.94,2,False,True,True,False,True,False,True,True,False,False,False
24055299,131057312,Edith,2017-05-19,0.92,False,Croydon,51.39789,-0.09203,Entire home/apt,2.0,57,2,2.0,61,2023-08-11,3,172,1,1,4.43,1,False,True,True,True,True,False,True,True,False,False,True
41796984,282102104,Kamilla,2019-08-03,0.93,False,Camden,51.52639,-0.1374,Private room,1.0,43,1,2.0,221,2023-07-19,17,164,1,1,4.16,2,True,True,True,True,False,False,False,True,False,False,False
16272919,41660221,Sami,2015-08-16,0.0,False,Barking and Dagenham,51.54889,0.14684,Private room,2.0,25,1,2.0,1,2016-12-08,1,0,1,1,0.0,1,True,True,True,True,False,False,True,False,False,False,True
41705451,287738316,Simona,2019-08-21,1.0,False,Bexley,51.4696,0.11521,Entire home/apt,2.0,90,1,2.0,5,2023-07-16,1,87,1,1,4.6,1,False,True,True,True,True,False,True,False,False,False,True
41628184,185696651,Nim,2018-04-22,0.0,False,Ealing,51.50092,-0.30738,Private room,2.0,28,1,2.0,7,2020-03-06,1,0,1,1,5.0,1,True,True,True,False,True,False,True,True,False,False,False
23397594,93791149,Sonia,2016-09-06,0.0,False,Islington,51.56589,-0.12953,Shared room,2.0,35,1,2.0,1,2018-04-08,1,0,1,1,0.0,1,True,True,True,True,True,True,True,False,False,False,False
30197738,226816502,Marta,2018-11-21,0.0,False,Hillingdon,51.48414,-0.43596,Private room,1.0,45,1,2.0,2,2018-12-08,1,0,1,1,0.0,1,False,True,True,False,False,False,False,False,False,False,True
41202485,323270236,Alexandru,2020-01-01,0.0,False,Haringey,51.57416,-0.15028,Entire home/apt,3.0,80,1,2.0,6,2022-04-18,1,0,1,1,5.0,1,False,True,True,True,True,False,True,True,False,False,True
40948428,222443803,Dimitar,2018-10-24,0.5,False,Sutton,51.37579,-0.19617,Private room,2.0,24,1,2.0,7,2020-10-01,1,59,1,1,4.43,1,True,True,True,True,False,False,True,True,False,False,True
760374,4007960,Samantha,2012-10-29,0.0,False,Newham,51.52488,0.01972,Private room,1.0,25,1,2.0,1,2013-02-17,1,0,1,1,0.0,1,True,True,True,False,True,False,False,False,False,False,True
16829181,49534823,Theodora,2015-11-21,1.0,False,Haringey,51.57972,-0.12013,Private room,6.0,150,2,2.0,5,2019-10-06,2,309,2,2,5.0,1,True,True,True,True,True,False,True,True,False,False,True
601894374469797684,87312937,Rajeev,2016-08-01,1.0,False,Hackney,51.547626,-0.065468,Private room,1.0,86,2,2.0,6,2022-12-08,1,88,1,1,4.67,1,False,True,False,False,True,False,True,False,False,False,True
17457715,118201399,Emil,2017-02-26,0.0,False,City of London,51.51751,-0.09861,Shared room,1.0,120,1,2.0,1,2017-03-04,1,0,1,1,0.0,1,True,False,False,False,False,False,False,False,False,False,False
40312294,311492727,Natasha,2019-11-22,0.0,False,Harrow,51.59901,-0.35633,Private room,1.0,90,1,2.0,2,2020-01-10,1,0,2,2,0.0,2,False,True,True,True,True,False,True,False,False,False,True
17036016,25799564,Justyna,2015-01-08,1.0,True,Westminster,51.51844,-0.20024,Private room,2.0,42,2,2.0,115,2023-09-03,1,46,1,1,4.59,1,True,True,False,False,True,False,False,True,False,False,False
40283933,262571884,Giuseppe,2019-05-18,1.0,False,Newham,51.51976,0.00906,Entire home/apt,5.0,131,1,2.0,2,2023-07-09,4,0,1,1,0.0,1,False,True,True,True,True,False,True,False,False,False,True
40203865,310496586,Ambrina,2019-11-18,0.0,False,Hillingdon,51.50614,-0.46166,Private room,2.0,80,1,2.0,1,2019-11-25,1,88,1,1,0.0,1,False,True,True,True,False,False,True,False,True,False,False
24047032,181022438,Elisa,2018-03-28,0.0,False,Hillingdon,51.51157,-0.47836,Entire home/apt,4.0,70,2,2.0,22,2018-08-16,1,0,2,2,4.64,1,False,False,True,True,True,False,False,True,False,False,True
776130491377093495,22046760,Hannah,2014-10-02,0.4,False,Kingston upon Thames,51.38248,-0.26298,Private room,1.0,34,1,2.0,4,2023-06-16,1,248,1,1,5.0,1,True,True,False,True,False,True,True,False,False,False,True
18221656,98440034,David,2016-10-06,0.0,False,Tower Hamlets,51.53333,-0.06149,Shared room,2.0,50,1,2.0,1,2017-05-01,2,0,1,1,0.0,1,True,True,True,True,True,False,True,False,False,False,False
17496864,118567741,Roomy,2017-02-28,0.0,False,Croydon,51.37848,-0.0771,Private room,2.0,25,1,2.0,10,2018-10-25,1,0,1,1,5.0,1,True,True,True,True,False,False,False,False,False,False,False
36388295,73337067,Melda,2016-05-22,0.0,False,Westminster,51.49255,-0.14086,Private room,2.0,50,2,2.0,9,2019-09-08,1,0,1,1,5.0,2,True,True,True,False,True,False,False,False,False,False,False
1477127,6922096,Linda,2013-06-15,0.0,True,Islington,51.54662820778824,-0.1251511152737574,Private room,2.0,60,1,2.0,31,2023-04-24,1,0,1,1,4.97,1,False,True,True,True,True,False,True,True,False,False,False
32840309,199999681,Silvena,2018-07-04,0.0,False,Brent,51.54595,-0.2348,Entire home/apt,3.0,105,1,2.0,1,2019-03-09,1,0,2,2,0.0,1,False,True,True,True,True,False,False,False,False,False,True
652764331015405921,17108846,Bulent,2014-06-22,0.0,False,Enfield,51.64971,-0.08019,Private room,2.0,91,1,2.0,2,2022-07-03,2,0,1,1,0.0,1,True,True,True,True,True,False,True,True,True,False,True
896890805950514286,255209227,Shanika,2019-04-11,0.0,False,Haringey,51.60264337850016,-0.0644184308556375,Entire home/apt,4.0,380,1,2.0,1,2023-06-04,1,90,2,2,0.0,1,False,True,False,True,True,False,True,False,False,False,False
707325871471131538,394158024,Maxine,2021-03-25,1.0,False,Merton,51.40207,-0.17977,Entire home/apt,2.0,56,1,2.0,4,2023-09-03,2,70,1,1,5.0,2,False,True,True,True,True,False,True,True,False,False,True
21837090,40714095,Oskar,2015-08-06,0.0,False,Kensington and Chelsea,51.50998,-0.19217,Private room,3.0,38,2,2.0,2,2017-12-18,1,0,2,2,0.0,1,False,True,True,True,False,False,False,False,False,False,False
21814269,78765848,Viki,2016-06-20,0.0,False,Barnet,51.57625,-0.2087,Entire home/apt,4.0,100,2,2.0,2,2018-06-28,1,0,1,1,0.0,1,False,True,True,True,True,False,True,False,False,False,True
807824414562057219,40180267,Francis,2015-08-01,1.0,False,Croydon,51.3725215,-0.0914748,Private room,1.0,75,1,2.0,5,2023-07-09,1,0,1,1,5.0,1,True,True,True,True,True,False,True,True,False,False,False
